Name,Website,Symbol,Ticker,Exchange,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,Name,Industry,Sector,Year Founded,IPO Date,Headquarter Location,latitude,longitude,SEC ID,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"City, State,","City, County, State, Country",source,precision,CEO,CEO LinkedIn,CEO Pay,Salary Year,Arabesque Profile,Shortsqueeze Profile,,,Country,Sector,Size,Region,Industry,GC Score,ESG Score,Temperature Score,,State,Industry,Competency - Flexibility,Competency - Honesty,Competency - Changes according to the situation,Competency - Encourages initiative,Competency - Value driven decision-making,Competency - Delegating,Competency - Integrity,Competency - Leadership by example,Competency - Clear vision,Competency - Humility,Individual - Integrity/ethics,Individual - Analytic intelligence,Individual - Sense of urgency,Individual - Willingness to ask for help,Individual - Decision making,Individual - Ability to simplify,Individual - Creative Questioning approach,Individual - Leadership,Individual - Openness,Individual - Communications skills,Individual - People empathy,Individual - Potential problem identification,Individual - Vision/perspective,Individual - Ego drive,Individual - Non-political,Individual - Endurance,Individual - Willingness to take unqualified responsibility,Individual - Willingness to take the lead,Results Orientation - RESULTS ORIENTATION,Results Orientation - Market and customer knowledge,Results Orientation - Some familiarity with technology,Results Orientation - Articulates and champions a vision,"Results Orientation - Identifies, grows, and deploys core competencies",Results Orientation - Establishes strategy,Results Orientation - Focuses on profitability,Results Orientation - Builds a team,Results Orientation - Defines clear cut objectives,Results Orientation - Delivers objectives,Results Orientation - Removes obstacles for the team,Results Orientation - Establishes and enforces a culture,Results Orientation - Asks the right questions,Results Orientation - Focuses on both short and long term,Results Orientation - Early problem identification,Results Orientation - Ability to solve a problem,Results Orientation - Encourages continuous learning at all levels,Results Orientation - Reinforces mobility of the team and its core competencies
Nike,-,NKE,NKE,NYSE,Consumer Discretionary,62.49,24.9,1.22,2.51,68.83,50.35,"107,000,000,000","5,162,000,000",3,9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",1964,11/30/1988,"Washington County, Oregon",45.52,-122.99,320187,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Washington County, Oregon","Washington County, OR, US",MapQuest,county/district,Mark Parker,0,"13,968,022.00",#REF!,"https://sray.arabesque.com/dashboard/000RBW-E/NIKE,_Inc._Class_B",https://shortsqueeze.com/?symbol=NKE&submit=Short+Quote%E2%84%A487,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danaher Corp.,-,DHR,DHR,NYSE,Health Care,92.16,22.87,0.59,3.53,104.82,78.97,"66,400,000,000","4,339,800,000",4,3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHR,Danaher Corp.,Health Care,Health Care Equipment,1969,8/25/2758,"Washington, D.C.",38.89,-77.02,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,Darden Restaurants,"Washington, D.C.","Washington, District of Columbia, DC, US",MapQuest,city/town,Thomas Joyce,0,"18,193,200.00",#REF!,https://sray.arabesque.com/dashboard/000FHS-E/Danaher_Corporation,https://shortsqueeze.com/?symbol=DHR&submit=Short+Quote%E2%84%A488,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teleflex,-,TFX,TFX,NYSE,,,,,,,,,,,,,Teleflex,Health Care,Health Care Equipment,1943,1/18/2019,"Wayne, Pennsylvania",40.04,-75.39,96943,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Wayne, Pennsylvania","Wayne, Delaware County, PA, US",MapQuest,city/town,Liam Kelly,0,"6,782,758.00",#REF!,https://sray.arabesque.com/dashboard/000XLT-E/Teleflex_Incorporated,https://shortsqueeze.com/?symbol=TFX&submit=Short+Quote%E2%84%A489,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northrop Grumman Corp.,-,NOC,NOC,NYSE,Industrials,324.01,24.4,1.3,11.47,349.18,231.98,"58,800,000,000","3,884,000,000",2,8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOC,Northrop Grumman,Industrials,Aerospace & Defense,"1994 (Northrop 1939, Grumman 1930)",6/30/1985,"West Falls Church, Virginia",38.87,-77.19,1133421,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"West Falls Church, Virginia","West Falls Church, Falls Church City, VA, US",MapQuest,city/town,Kathy Warden,0,"20,307,994.00",#REF!,https://sray.arabesque.com/dashboard/0034R9-E/Northrop_Grumman_Corporation,https://shortsqueeze.com/?symbol=NOC&submit=Short+Quote%E2%84%A490,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDEXX Laboratories,-,IDXX,IDXX,NASDAQ,,,,,,,,,,,,,IDEXX Laboratories,Health Care,Health Care Equipment,1983,1/5/2017,"Westbrook, Maine",43.68,-70.35,874716,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Westbrook, Maine","Westbrook, York County, ME, US",MapQuest,city/town,Jay Mazelsky,0,"7,419,335.00",#REF!,"https://sray.arabesque.com/dashboard/001191-E/IDEXX_Laboratories,_Inc.",https://shortsqueeze.com/?symbol=IDXX&submit=Short+Quote%E2%84%A491,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Schwab Corporation,-,SCHW,SCHW,NYSE,Financials,48.9,29.82,0.77,1.61,56.25,37.16,"69,800,000,000",0,8,5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,1971,6/2/1997,"Westlake, Texas",32.99,-97.2,316709,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Westlake, Texas","Westlake, Denton County, TX, US",MapQuest,city/town,Walter Bettinger II,0,"16,101,141.00",#REF!,https://sray.arabesque.com/dashboard/000VSF-E/Charles_Schwab_Corporation,https://shortsqueeze.com/?symbol=SCHW&submit=Short+Quote%E2%84%A492,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xylem Inc.,-,XYL,XYL,NYSE,,,,,,,,,,,,,Xylem Inc.,Industrials,Industrial Machinery,2011,11/1/2011,"White Plains, New York",41.03,-73.77,1524472,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"White Plains, New York","White Plains, Westchester County, NY, US",MapQuest,city/town,Patrick Decker,0,"8,317,204.00",#REF!,https://sray.arabesque.com/dashboard/0C4770-E/Xylem_Inc.,https://shortsqueeze.com/?symbol=XYL&submit=Short+Quote%E2%84%A493,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westinghouse Air Brake Technologies Corp,-,WAB,WAB,NYSE,,,,,,,,,,,,,Westinghouse Air Brake Technologies Corp,Industrials,Construction Machinery & Heavy Trucks,1999 (1869),2/27/2019,"Wilmerding, Pennsylvania",40.4,-79.81,943452,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Wilmerding, Pennsylvania","Wilmerding, Allegheny County, PA, US",MapQuest,city/town,Rafael Santana,0,"7,484,027.00",#REF!,https://sray.arabesque.com/dashboard/0013CH-E/Westinghouse_Air_Brake_Technologies_Corporation,https://shortsqueeze.com/?symbol=WAB&submit=Short+Quote%E2%84%A494,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corteva,-,CTVA,CTVA,NYSE,,,,,,,,,,,,,Corteva,Materials,Fertilizers & Agricultural Chemicals,2019,6/3/2019,"Wilmington, Delaware",39.74,-75.55,1755672,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Wilmington, Delaware","Wilmington, New Castle County, DE, US",MapQuest,city/town,James Collins Jr.,0,"11,357,053.00",#REF!,https://sray.arabesque.com/dashboard/0K779Z-E/Corteva_Inc,https://shortsqueeze.com/?symbol=CTVA&submit=Short+Quote%E2%84%A495,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPont de Nemours Inc,-,DD,DD,NYSE,,,,,,,,,,,,,DuPont de Nemours Inc,Materials,Specialty Chemicals,2017,4/2/2019,"Wilmington, Delaware",39.74,-75.55,1666700,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Wilmington, Delaware","Wilmington, New Castle County, DE, US",MapQuest,city/town,C. Doyle,0,"11,660,634.00",#REF!,"https://sray.arabesque.com/dashboard/0G3777-E/DuPont_de_Nemours,_Inc.",https://shortsqueeze.com/?symbol=DD&submit=Short+Quote%E2%84%A496,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incyte,-,INCY,INCY,NASDAQ,Health Care,83.92,-119.89,0,0.54,153.15,84.21,"18,200,000,000","-81,686,000",17,10,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INCY,Incyte,Health Care,Biotechnology,1991,2/28/2017,"Wilmington, Delaware",39.74,-75.55,879169,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Wilmington, Delaware","Wilmington, New Castle County, DE, US",MapQuest,city/town,Herve Hoppenot,0,"15,151,238.00",#REF!,https://sray.arabesque.com/dashboard/000M2Q-E/Incyte_Corporation,https://shortsqueeze.com/?symbol=INCY&submit=Short+Quote%E2%84%A497,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLIR Systems,-,FLIR,FLIR,NASDAQ,Information Technology,46.46,25.53,1.24,1.21,52.88,33.75,"6,710,000,000","375,267,000",5,4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLIR,FLIR Systems,Information Technology,Electronic Equipment & Instruments,1978,1/2/2009,"Wilsonville, Oregon",45.3,-122.78,354908,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Wilsonville, Oregon","Wilsonville, Clackamas County, OR, US",MapQuest,city/town,James Cannon,0,"5,860,241.00",#REF!,"https://sray.arabesque.com/dashboard/001585-E/FLIR_Systems,_Inc.",https://shortsqueeze.com/?symbol=FLIR&submit=Short+Quote%E2%84%A498,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fastenal Co,-,FAST,FAST,NASDAQ,Industrials,52.15,27.02,2.78,2.01,57.82,39.79,"15,300,000,000","1,009,600,000",3,7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FAST,Fastenal Co,Industrials,Building Products,1967,9/15/2008,"Winona, Minnesota",44.05,-91.64,815556,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Winona, Minnesota","Winona, Winona County, MN, US",MapQuest,city/town,Daniel Florness,0,"1,759,943.00",#REF!,https://sray.arabesque.com/dashboard/000JH2-E/Fastenal_Company,https://shortsqueeze.com/?symbol=FAST&submit=Short+Quote%E2%84%A499,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanesbrands Inc,-,HBI,HBI,NYSE,Consumer Discretionary,19.57,10.04,2.73,1.41,25.73,18.9,"8,010,000,000","926,153,000",2,6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBI,Hanesbrands Inc,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2000,3/20/2015,"Winston-Salem, North Carolina",36.1,-80.24,1359841,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Winston-Salem, North Carolina","Winston Salem, Forsyth County, NC, US",MapQuest,city/town,"Gerald Evans, Jr.",0,"3,956,325.00",#REF!,https://sray.arabesque.com/dashboard/0089PB-E/Hanesbrands_Inc.,https://shortsqueeze.com/?symbol=HBI&submit=Short+Quote%E2%84%A500,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skyworks Solutions,-,SWKS,SWKS,NASDAQ,Information Technology,99.04,16.45,1.26,5.41,117.65,90.53,"18,500,000,000","1,122,900,000",7,4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWKS,Skyworks Solutions,Information Technology,Semiconductors,2002,3/12/2015,"Woburn, Massachusetts",42.48,-71.15,4127,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Woburn, Massachusetts","Woburn, Middlesex County, MA, US",MapQuest,city/town,Liam Griffin,0,"13,660,593.00",#REF!,"https://sray.arabesque.com/dashboard/000BTB-E/Skyworks_Solutions,_Inc.",https://shortsqueeze.com/?symbol=SWKS&submit=Short+Quote%E2%84%A501,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS Health,-,CVS,CVS,NYSE,Consumer Staples,70.55,12.36,2.69,4.91,84,66.45,"75,300,000,000","11,704,000,000",1,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVS,CVS Health,Health Care,Health Care Services,1996,3/4/1957,"Woonsocket, Rhode Island",42,-71.51,64803,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Woonsocket, Rhode Island","Woonsocket, Providence County, RI, US",MapQuest,city/town,Larry Merlo,0,"36,451,749.00",#REF!,https://sray.arabesque.com/dashboard/001HHK-E/CVS_Health_Corporation,https://shortsqueeze.com/?symbol=CVS&submit=Short+Quote%E2%84%A502,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentair Ltd.,-,PNR,PNR,NYSE,Industrials,66.67,18.89,2.04,3.63,74.84,57.63,"12,500,000,000","863,700,000",3,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNR,Pentair plc,Industrials,Industrial Machinery,1966,10/1/2012,"Worsley, UK",52.55,-0.29,77360,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Worsley, UK","Worsley, Peterborough, ENG, GB",MapQuest,street,John Stauch,0,"6,413,860.00",#REF!,https://sray.arabesque.com/dashboard/00DXNY-E/Pentair_plc,https://shortsqueeze.com/?symbol=PNR&submit=Short+Quote%E2%84%A503,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chubb Limited,-,CB,CB,NYSE,Financials,140.39,17.5,1.93,8.2,157.5,130.17,"68,400,000,000",0,2,1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CB,Chubb Limited,Financials,Property & Casualty Insurance,1985,7/15/2010,"Zurich, Switzerland",47.37,8.54,896159,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Zurich, Switzerland","Zurich, ZURICH, CH",MapQuest,city/town,Evan Greenberg,0,"20,475,070.00",#REF!,https://sray.arabesque.com/dashboard/0G0L3Q-E/Chubb_Limited,https://shortsqueeze.com/?symbol=CB&submit=Short+Quote%E2%84%A504,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance Data Systems,-,ADS,ADS,,Information Technology,240.6,13.02,0.92,14.13,278.33,209,"13,600,000,000","2,143,200,000",2,8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADS,,,,,,,,,,,,,,,,,,Charles Horn,0,"2,645,684.00",#REF!,https://sray.arabesque.com/dashboard/002RBQ-E/Alliance_Data_Systems_Corporation,https://shortsqueeze.com/?symbol=ADS&submit=Short+Quote%E2%84%A505,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aetna Inc,-,AET,AET,,Health Care,178,18.11,1.1,5.75,194.4,119.51,"59,200,000,000","4,139,000,000",1,4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AET,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#REF!,-,https://shortsqueeze.com/?symbol=AET&submit=Short+Quote%E2%84%A506,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allergan, Plc",-,AGN,AGN,,Health Care,164.2,10.65,1.64,38.35,256.8,160.07,"56,700,000,000","-2,888,100,000",5,1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGN,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#REF!,-,https://shortsqueeze.com/?symbol=AGN&submit=Short+Quote%E2%84%A507,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment Investment & Management,-,AIV,AIV,,Real Estate,38.21,15.6,3.88,1.95,46.86,38.85,"6,160,000,000","874,871,000",6,5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIV,,,,,,,,,,,,,,,,,,Terry Considine,0,"7,305,455.00",#REF!,https://sray.arabesque.com/dashboard/0014C0-E/Apartment_Investment_&_Management_Co_Class_A,https://shortsqueeze.com/?symbol=AIV&submit=Short+Quote%E2%84%A508,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affiliated Managers Group Inc,-,AMG,AMG,,Financials,179.11,12.24,0.64,12.07,217,148.81,"10,400,000,000","1,261,400,000",5,3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMG,,,,,,,,,,,,,,,,,,Jay Horgen,0,"24,197,628.00",#REF!,"https://sray.arabesque.com/dashboard/001RZM-E/Affiliated_Managers_Group,_Inc.",https://shortsqueeze.com/?symbol=AMG&submit=Short+Quote%E2%84%A509,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andeavor,-,ANDV,ANDV,,Energy,96.9,18.78,2.35,6.13,121.71,75.11,"15,700,000,000","2,548,000,000",1,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ANDV,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#REF!,-,https://shortsqueeze.com/?symbol=ANDV&submit=Short+Quote%E2%84%A510,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arconic Inc,-,ARNC,ARNC,,Industrials,24.45,20.21,0.96,-0.21,31.17,21.76,"12,100,000,000","1,517,000,000",1,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ARNC,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#REF!,-,https://shortsqueeze.com/?symbol=ARNC&submit=Short+Quote%E2%84%A511,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acuity Brands Inc,-,AYI,AYI,,Industrials,145.41,18.22,0.35,7.43,225.36,142,"6,240,000,000","587,800,000",2,4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AYI,,,,,,,,,,,,,,,,,,Vernon Nagel,0,"14,874,164.00",#REF!,"https://sray.arabesque.com/dashboard/0039G8-E/Acuity_Brands,_Inc.",https://shortsqueeze.com/?symbol=AYI&submit=Short+Quote%E2%84%A512,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB&T Corporation,-,BBT,BBT,,Financials,51.07,16.26,2.45,2.74,55.99,41.17,"42,100,000,000",0,3,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBT,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#REF!,-,https://shortsqueeze.com/?symbol=BBT&submit=Short+Quote%E2%84%A513,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brighthouse Financial Inc,-,BHF,BHF,,Financials,55.44,22.63,0,-24.62,75,52.75,"7,070,000,000",0,1,1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BHF,,,,,,,,,,,,,,,,,,Eric Steigerwalt,0,"8,490,118.00",#REF!,"https://sray.arabesque.com/dashboard/0GKYGX-E/Brighthouse_Financial,_Inc.",https://shortsqueeze.com/?symbol=BHF&submit=Short+Quote%E2%84%A514,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CA, Inc.",-,CA,CA,,Information Technology,32.66,14.32,3,1.85,36.56,30.45,"14,200,000,000","1,613,000,000",3,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CA,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#REF!,-,https://shortsqueeze.com/?symbol=CA&submit=Short+Quote%E2%84%A515,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBS Corp.,-,CBS,CBS,,Consumer Discretionary,51.8,12.05,1.35,2.81,70.1,52.75,"20,400,000,000","2,841,000,000",2,7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBS,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#REF!,-,https://shortsqueeze.com/?symbol=CBS&submit=Short+Quote%E2%84%A516,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celgene Corp.,-,CELG,CELG,,Health Care,91.02,13.27,0,3.58,147.17,92.85,"74,900,000,000","5,233,000,000",6,7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CELG,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#REF!,-,https://shortsqueeze.com/?symbol=CELG&submit=Short+Quote%E2%84%A517,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chesapeake Energy,-,CHK,CHK,,Energy,2.82,4.7,0,-6.44,6.59,2.8,"2,630,000,000","1,470,000,000",0,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHK,,,,,,,,,,,,,,,,,,Robert Lawler,0,"15,392,109.00",#REF!,https://sray.arabesque.com/dashboard/000DP2-E/Chesapeake_Energy_Corporation,https://shortsqueeze.com/?symbol=CHK&submit=Short+Quote%E2%84%A518,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Coty, Inc",-,COTY,COTY,,Consumer Staples,19.96,24.64,2.86,-0.63,21.18,14.24,"13,100,000,000","211,400,000",2,1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COTY,,,,,,,,,,,,,,,,,,Pierre Laubies,0,"16,211,992.00",#REF!,https://sray.arabesque.com/dashboard/05SKTK-E/Coty_Inc._Class_A,https://shortsqueeze.com/?symbol=COTY&submit=Short+Quote%E2%84%A519,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSRA Inc.,-,CSRA,CSRA,,Information Technology,30.85,15.12,1.28,1.83,33.79,27.38,"5,130,000,000","543,000,000",1,11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSRA,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#REF!,-,https://shortsqueeze.com/?symbol=CSRA&submit=Short+Quote%E2%84%A520,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CenturyLink Inc,-,CTL,CTL,,Telecommunication Services,16.2,8.35,12.66,1.16,27.61,13.16,"18,200,000,000","5,577,000,000",1,1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTL,,,,,,,,,,,,,,,,,,Jeffrey Storey,0,"17,235,108.00",#REF!,-,https://shortsqueeze.com/?symbol=CTL&submit=Short+Quote%E2%84%A521,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr Pepper Snapple Group,-,DPS,,,Consumer Staples,116.93,26.57,1.97,4.54,126.65,83.23,"21,200,000,000","1,507,000,000",4,10,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DPS,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#REF!,https://sray.arabesque.com/dashboard/0HYK76-E/Keurig_Dr_Pepper_Inc.,-,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
